"FON KODU"	"FON ADI"	"KATEGORİ"	"ALT KATEGORİ"	"FİYAT"	"RİSK DEĞERİ"	"GÜNLÜK"	"HAFTALIK"	"1AY"	"3AY"	"YBB"	"6AY"	"1YIL"	"3YIL"	"5YIL"	"STANDART SAPMA"	"DEĞİŞKENLİK KATSAYISI"	"SHARPE"	"AŞAĞI YÖNLÜ RİSK"	"NEGATİF GETİRİLİ GÜN SAYISI"	"NEGATİF GETİRİLİ GÜN ORANI"	"MAKSİMUM KAYIP"	"FONUN YAŞI"	"PORTFÖY BÜYÜKLÜĞÜ"	"YATIRIMCI SAYISI"	"YÖNETİM ÜCRETİ"	"AZAMİ FON İŞLETİM GİDERİ"	"TEDAVÜLDEKİ PAY ADETİ"	"DOLULUK ORANI"	"ALIŞ VALÖRÜ"	"SATIŞ VALÖRÜ"	"MİNİMUM ALIŞ MİKTARI"	"MAXİMUM ALIŞ MİKTARI"	"MİNİMUM SATIŞ MİKTARI"	"MAXİMUM SATIŞ MİKTARI"	"BANKA BONOSU"	"BYF KATILMA PAYI"	"DEVLET TAHVİLİ"	"DİĞER"	"DÖVİZ KAMU İÇ BORÇLANMA ARACI"	"DÖVİZ ÖDEMELİ BONO"	"DÖVİZ ÖDEMELİ TAHVİL"	"EUROBONDS"	"FİNANSMAN BONOSU"	"FON KATILMA BELGESİ"	"GAYRİMENKUL SERTİFİKASI"	"GAYRİMENKUL YATIRIM FON KATILMA PAYI"	"GİRİŞİM YATIRIM FON KATILMA PAYI"	"HAZİNE BONOSU"	"HİSSE SENEDİ"	"KAMU DIŞ BORÇLANMA ARACI"	"KAMU KİRA SERTİFİKASI"	"KAMU KİRA SERTİFİKASI DÖVİZ"	"KAMU KİRA SERTİFİKASI TL"	"KAMU YURT DIŞI KİRA SERTİFİKASI"	"KATILIM HESABI"	"KATILIM HESABI ALTIN"	"KATILIM HESABI DÖVİZ"	"KATILIM HESABI TL"	"KIYMETLİ MADEN"	"KIYMETLİ MADEN CİNSİNDEN BYF"	"KIYMETLİ MADEN KAMU BORÇLANMA ARACI"	"KIYMETLİ MADEN KAMU KİRA SERTİFİKASI"	"MEVDUAT ALTIN"	"MEVDUAT DÖVİZ"	"MEVDUAT TL"	"ÖZEL SEKTÖR YURT DIŞI KİRA SERTİFİKASI"	"ÖZEL SEKTÖR DIŞ BORÇ ARACI"	"ÖZEL SEKTÖR KİRA SERTİFİKASI"	"ÖZEL SEKTÖR TAHVİLİ"	"REPO"	"TAKASBANK PARA PİYASASI"	"TERS REPO"	"TÜREV ARACI"	"VADELİ İŞLEMLER NAKİT TEMİNATI"	"VADELİ MEVDUAT"	"VARLIĞA DAYALI MENKUL KIYMET"	"YABANCI BORÇLANMA ARACI"	"YABANCI BORSA YATIRIM FONU"	"YABANCI HİSSE SENEDİ"	"YABANCI KAMU BORÇLANMA ARACI"	"YABANCI MENKUL KIYMET"	"YABANCI ÖZEL SEKTÖR BORÇLANMA ARACI"	"YATIRIM FONLARI KATILMA PAYI"
"ARM"	"Ak Portföy İkinci Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"10.442413"	"5"	"0.6657"	"-0.4715"	"1.2525"	"5.4091"	"41.9481"	"14.5373"	"50.9500"	"268.6250"	"482.4516"	"8.02"	"0.16"	"-1.14"	"4.29"	"95"	"38.00"	"-3.31"	"9"	"3052149623"	"8502"	"1.95"	"4.38"	"292283935"	"29.23"	"1"	"2"	"1"	"90000000000"	"1"	"90000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"AUT"	"Ata Portföy Dengeli Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"5.750746"	"3"	"0.1199"	"-0.2039"	"2.4277"	"9.0465"	"46.0253"	"21.0411"	"52.8704"	"111.5667"	"163.4694"	"4.00"	"0.08"	"-1.80"	"1.40"	"62"	"24.80"	"-0.59"	"12"	"205535482"	"322"	"1.25"	"3.65"	"35740664"	"2.10"	"1"	"1"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	"0.51"	"1.55"	""	""	""	""	"46.61"	""	""	""	""	""	"13.28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.53"	"20.79"	""	""	"11.11"	""	""	""	"2.62"	""	""	""	""	""	""	""
"AVT"	"Ak Portföy Kısa Vadeli Borçlanma Araçları (TL) Fonu"	"Borçlanma Araçları Fonları"	"Kısa Vadeli Borçlanma Araçları Fonları"	"109.836314"	"1"	"0.1298"	"0.8629"	"3.8978"	"12.1511"	"45.8414"	"26.3921"	"53.6213"	"121.7756"	"180.6472"	"1.86"	"0.03"	"-3.46"	"0.00"	"0"	"0.00"	"0.00"	"32"	"1214146646"	"16690"	"2.43"	"2.56"	"11054146"	"0.02"	"0"	"0"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"37.40"	""	""	""	""	""	"22.53"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.13"	""	""	""	"26.13"	""	""	"6.60"	""	""	""	"0.25"	""	""	""	""	""	""	""
"AYR"	"Ak Portföy Özel Sektör Borçlanma Araçları (TL) Fonu"	"Borçlanma Araçları Fonları"	"Özel Sektör Borçlanma Araçları Fonları"	"0.068473"	"1"	"0.1243"	"0.8632"	"4.0165"	"12.1001"	"44.9716"	"25.3235"	"53.7441"	"138.3825"	"208.3953"	"1.73"	"0.03"	"-3.65"	"0.00"	"0"	"0.00"	"0.00"	"12"	"1209695668"	"12620"	"2.50"	"3.65"	"17666817809"	"19.63"	"1"	"1"	"1"	"90000000000"	"1"	"90000000000"	""	""	"2.46"	""	""	""	""	""	"29.41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.28"	""	""	"0.98"	"49.92"	""	"0.07"	"13.91"	""	""	""	"1.97"	""	""	""	""	""	""	""
"AZF"	"Ak Portföy PY Özel Sektör Borçlanma Araçları (TL)Özel Fonu"	"Borçlanma Araçları Fonları"	"Özel Sektör Borçlanma Araçları Fonları"	"0.086881"	"1"	"0.1291"	"0.9129"	"4.2013"	"13.1027"	"48.7230"	"27.3392"	"58.4408"	"160.4737"	"261.4319"	"1.87"	"0.03"	"-0.87"	"0.00"	"0"	"0.00"	"0.00"	"11"	"359445222"	"823"	"0.25"	"3.65"	"4137191869"	"4.14"	""	""	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"30.58"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1.44"	""	""	"2.09"	"47.60"	""	"0.22"	"16.16"	""	""	""	"1.92"	""	""	""	""	""	""	""
"BGP"	"Ak Portföy Üçüncü Para Piyasası(TL) Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"3.098508"	"1"	"0.1345"	"0.9373"	"4.1906"	"13.1941"	"50.6567"	"28.2917"	"60.0313"	"150.0436"	"N/A"	"1.96"	"0.03"	"-0.02"	"0.00"	"0"	"0.00"	"0.00"	"4"	"81688777817"	"44644"	"0.49"	"1.65"	"26363906133"	"75.33"	"0"	"0"	"1"	"90000000000"	"1"	"900000000000"	""	""	"0.03"	""	""	""	""	""	"0.05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.07"	""	""	""	"0.03"	""	""	"89.82"	""	""	""	""	""	""	""	""	""	""	""
"DAH"	"Deniz Portföy Hisse Senedi Fonu (Hisse Senedi Yoğun Fon )"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"2.352303"	"6"	"3.8427"	"-2.0776"	"2.1020"	"-9.2488"	"27.3212"	"-10.4445"	"30.6443"	"637.2835"	"1115.1079"	"25.73"	"0.84"	"-1.14"	"17.59"	"121"	"48.40"	"-24.75"	"25"	"936150699"	"3392"	"2.92"	"3.65"	"397972000"	"39.80"	"1"	"2"	"100"	"100000000"	"100"	"100000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"92.12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.09"	""	""	""	""	""	""	"2.05"	""	"5.74"	""	""	""	""	""	""	""	""	""
"DBA"	"Deniz Portföy Altın Fonu"	"Kıymetli Madenler Fonları"	"Kıymetli Madenler Fonları"	"0.360125"	"6"	"-1.3537"	"-1.2257"	"4.7432"	"23.2203"	"56.9398"	"27.6482"	"70.0965"	"441.1914"	"951.0302"	"19.51"	"0.28"	"0.51"	"11.02"	"114"	"45.60"	"-6.49"	"14"	"3830876536"	"23750"	"2.00"	"2.19"	"10637622900"	"35.46"	"1"	"1"	"100"	"10000000"	"100"	"10000000"	""	""	"0.17"	""	""	""	""	""	""	""	""	""	"0.10"	""	"3.18"	""	""	""	""	""	""	""	""	""	"5.55"	"1.99"	"41.79"	"38.76"	""	"0.02"	"0.11"	""	""	""	""	""	"2.72"	""	""	""	""	""	""	"5.49"	""	""	""	""	"0.12"
"DBB"	"Deniz Portföy Borçlanma Araçları Fonu"	"Borçlanma Araçları Fonları"	"Orta Vadeli Borçlanma Araçları Fonları"	"0.064198"	"3"	"0.1107"	"-0.0358"	"1.3882"	"6.0335"	"32.5337"	"17.5809"	"39.8345"	"123.6708"	"158.4981"	"2.70"	"0.07"	"-7.51"	"1.01"	"41"	"16.40"	"-0.53"	"15"	"38779152"	"1364"	"2.00"	"3.65"	"604057469"	"0.99"	"1"	"1"	"100"	"33100000"	"100"	"5000000"	""	""	"64.90"	"6.51"	""	""	""	""	"13.15"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.12"	""	""	""	"9.02"	""	""	"5.41"	""	""	""	"0.89"	""	""	""	""	""	""	""
"DBH"	"Deniz Portföy Eurobond (Döviz) Borçlanma Araçları Fonu"	"Borçlanma Araçları Fonları"	"Dış Borçlanma (Eurobond) Araçları"	"0.241744"	"6"	"-0.2414"	"-0.2521"	"-0.2747"	"6.6182"	"31.0401"	"16.2141"	"46.4387"	"369.7981"	"766.9320"	"5.32"	"0.11"	"-2.56"	"2.68"	"59"	"23.60"	"-1.50"	"10"	"1349116037"	"16976"	"1.25"	"3.65"	"5580767300"	"11.16"	"1"	"3"	"100"	"100000000"	"100"	"100000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"63.65"	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.09"	""	""	"32.82"	""	""	"-6.72"	""	""	""	""	""	""	""	""	""	""	""	"1.66"	"8.50"
"DBK"	"Deniz Portföy Kısa Vadeli Borçlanma Araçları (TL) Fonu"	"Borçlanma Araçları Fonları"	"Kısa Vadeli Borçlanma Araçları Fonları"	"0.058918"	"1"	"0.1292"	"0.8766"	"4.0237"	"12.8114"	"46.2094"	"26.8964"	"53.5803"	"127.2896"	"190.0079"	"1.84"	"0.03"	"-3.52"	"0.13"	"2"	"0.80"	"-0.11"	"12"	"267400900"	"90007"	"2.40"	"2.56"	"4538491456"	"4.54"	"0"	"0"	"100"	"200000000"	"100"	"200000000"	""	""	"2.89"	"6.03"	""	""	""	""	"51.90"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.55"	""	""	""	"34.36"	""	""	"1.87"	""	""	""	"2.40"	""	""	""	""	""	""	""
"DBP"	"Deniz Portföy Birinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"0.270566"	"6"	"0.4343"	"-0.2610"	"2.0395"	"4.8933"	"33.2083"	"1.0842"	"39.3808"	"427.6968"	"610.5759"	"14.50"	"0.37"	"-1.43"	"8.88"	"113"	"45.20"	"-7.90"	"15"	"126702672"	"1410"	"2.00"	"3.65"	"468287300"	"9.37"	"1"	"1"	"100"	"400000000"	"100"	"400000000"	""	""	"7.61"	""	"13.87"	""	""	""	"17.15"	""	""	""	"0.66"	""	"26.75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.03"	"0.52"	""	""	""	"1.33"	""	""	"19.72"	""	""	""	""	""	""	""	""	""	""	"12.36"
"DBZ"	"Deniz Portföy Özel Sektör Borçlanma Araçları Fonu"	"Borçlanma Araçları Fonları"	"Özel Sektör Borçlanma Araçları Fonları"	"0.068243"	"1"	"0.1203"	"0.8721"	"3.9624"	"12.6104"	"46.0368"	"26.0911"	"54.1901"	"131.8430"	"201.8266"	"1.92"	"0.04"	"-3.07"	"0.37"	"3"	"1.20"	"-0.36"	"12"	"185605995"	"2191"	"2.00"	"3.65"	"2719763300"	"1.81"	"1"	"1"	"100"	"400000000"	"100"	"400000000"	""	""	""	"9.40"	""	""	""	""	"56.51"	""	""	""	""	""	""	""	""	"1.91"	""	""	""	""	""	""	""	""	""	""	""	""	"0.03"	""	""	""	"29.48"	""	""	"0.54"	""	""	""	"2.13"	""	""	""	""	""	""	""
"DLY"	"Deniz Portföy Para Piyasası (TL) Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"2.914241"	"1"	"0.1324"	"0.9224"	"4.1237"	"12.9579"	"49.0818"	"27.7666"	"58.0298"	"140.0833"	"209.5846"	"1.88"	"0.03"	"-1.08"	"0.00"	"0"	"0.00"	"0.00"	"26"	"60078529165"	"322928"	"1.45"	"1.65"	"20615499924"	"51.54"	"0"	"0"	"1"	"50000000"	"1"	"50000000"	""	""	"0.26"	"0.39"	""	""	""	""	"2.05"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13.35"	""	""	""	"1.50"	""	"0.17"	"82.19"	""	""	""	"0.09"	""	""	""	""	""	""	""
"DPK"	"Deniz Portföy Kira Sertifikaları Katılım (TL) Fonu"	"Katılım Fonları"	"Kira Sertifikası Fonları"	"4.449694"	"1"	"0.1186"	"0.8199"	"3.6889"	"11.2825"	"42.7025"	"24.5453"	"50.6357"	"134.9467"	"196.1574"	"1.97"	"0.04"	"-4.79"	"0.34"	"5"	"2.00"	"-0.53"	"8"	"1841432084"	"1267"	"1.10"	"3.65"	"413833415"	"82.77"	"1"	"1"	"1"	"2500000"	"1"	"2500000"	""	""	""	"31.35"	""	""	""	""	""	""	""	""	"0.11"	""	""	""	""	""	"1.63"	""	""	""	""	"14.98"	""	""	""	""	""	""	""	""	""	"51.93"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"DPT"	"Deniz Portföy BIST Temettü 25 Endeksi Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Endeks Hisse Senedi Fonları"	"11.307803"	"6"	"3.1605"	"-2.9098"	"-4.5971"	"-12.8631"	"29.4194"	"-11.7755"	"30.2134"	"463.5620"	"960.6103"	"25.01"	"0.83"	"-1.19"	"16.47"	"122"	"48.80"	"-26.46"	"7"	"417105044"	"11428"	"1.90"	"2.19"	"36886480"	"1.23"	"1"	"2"	"1"	"50000000"	"1"	"50000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"98.46"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.11"	""	""	""	""	""	""	"1.43"	""	""	""	""	""	""	""	""	""	""	""
"DSP"	"Deniz Portföy Birinci Fon Sepeti Fonu"	"Fon Sepeti Fonları"	"Diğer Fon Sepeti Fonlar"	"8.017185"	"3"	"0.4163"	"-0.8307"	"0.7250"	"5.5816"	"34.9328"	"10.8460"	"41.8471"	"280.9799"	"440.1866"	"8.19"	"0.20"	"-2.22"	"4.95"	"92"	"36.80"	"-3.42"	"8"	"149633348"	"1477"	"1.00"	"4.38"	"18664075"	"9.33"	"1"	"3"	"1"	"50000000"	"1"	"50000000"	""	"7.09"	""	""	""	""	""	""	""	""	""	""	"2.04"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.07"	""	""	""	""	""	""	"1.14"	""	""	""	""	""	""	""	""	""	""	"89.66"
"DZE"	"Deniz Portföy BIST 100 Endeksi Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Endeks Hisse Senedi Fonları"	"0.636579"	"6"	"2.8105"	"-1.6336"	"-2.7897"	"-9.4915"	"23.7977"	"-11.9491"	"18.5509"	"509.7734"	"833.4003"	"23.17"	"1.25"	"-1.79"	"15.67"	"124"	"49.60"	"-22.25"	"23"	"203943520"	"3833"	"1.90"	"2.19"	"320374200"	"10.68"	"1"	"2"	"100"	"50000000"	"100"	"50000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"97.59"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.45"	""	""	""	""	""	""	"1.96"	""	""	""	""	""	""	""	""	""	""	""
"EBD"	"Global Md Portföy İkinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"0.136980"	"5"	"0.9053"	"0.2334"	"1.7977"	"4.8338"	"42.5479"	"13.4147"	"47.3442"	"321.2954"	"548.7024"	"8.19"	"0.17"	"-1.55"	"4.42"	"101"	"40.40"	"-3.34"	"21"	"20581028"	"449"	"1.94"	"3.65"	"150248436"	"15.02"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"19.86"	""	""	""	""	""	"29.86"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"39.47"	""	""	""	""	""	""	""	""	"10.81"
"EC2"	"Global Md Portföy Birinci Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"55.738464"	"7"	"2.1536"	"-1.8392"	"-3.1590"	"-9.7067"	"10.3879"	"-13.8288"	"12.2155"	"649.2060"	"1070.4534"	"23.81"	"1.95"	"-2.01"	"17.14"	"121"	"48.40"	"-21.28"	"29"	"119210239"	"3475"	"2.74"	"3.65"	"2138743"	"1.70"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"92.70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.30"	""	""	""	""	""	""	""	""	""
"ECA"	"Global Md Portföy Birinci Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"1.050134"	"6"	"1.4473"	"-0.3610"	"-0.1886"	"1.1330"	"40.0408"	"9.7958"	"45.3732"	"469.1074"	"877.6510"	"12.15"	"0.27"	"-1.21"	"6.98"	"114"	"45.60"	"-5.10"	"23"	"18962450"	"548"	"1.94"	"3.65"	"18057179"	"3.22"	"1"	"2"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"16.13"	""	""	""	""	""	"45.76"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"30.29"	""	""	""	""	""	""	""	""	"7.82"
"ECB"	"Global Md Portföy Para Piyasası (TL) Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"25.909612"	"1"	"0.1299"	"0.9125"	"4.0895"	"12.8080"	"48.2525"	"27.4103"	"56.6383"	"128.5318"	"195.3389"	"1.85"	"0.03"	"-1.85"	"0.00"	"0"	"0.00"	"0.00"	"29"	"488387850"	"2758"	"1.30"	"1.65"	"18849678"	"47.12"	"0"	"0"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	""	""	""	""	""	""	"16.25"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17.98"	"65.77"	""	""	""	""	""	""	""	""	""	""	""
"ECV"	"Global Md Portföy Kısa Vadeli Borçlanma Araçları (TL) Fonu"	"Borçlanma Araçları Fonları"	"Kısa Vadeli Borçlanma Araçları Fonları"	"0.247621"	"2"	"0.1197"	"0.8590"	"3.8731"	"11.9616"	"44.6080"	"25.5755"	"52.3972"	"126.1049"	"185.8573"	"1.76"	"0.03"	"-4.36"	"0.00"	"0"	"0.00"	"0.00"	"29"	"75349231"	"2963"	"1.90"	"2.56"	"304292518"	"5.91"	"0"	"0"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"13.40"	""	""	""	""	""	"71.92"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14.68"	""	""	""	""	""	""	""	""	""	""	""	""
"EIB"	"Qinvest Portföy Değişken Fon"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"0.334757"	"4"	"0.2579"	"0.6053"	"2.8348"	"7.2410"	"39.6089"	"17.3351"	"53.2525"	"276.9064"	"498.4964"	"5.15"	"0.10"	"-1.32"	"1.81"	"71"	"28.40"	"-1.11"	"21"	"171983964"	"486"	"2.09"	"3.65"	"513757414"	"5.14"	"1"	"1"	"1"	"1000000000"	"1"	"1000000000"	""	""	"3.10"	"8.73"	""	""	""	""	"22.99"	""	""	""	""	""	"8.41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.01"	"2.47"	""	"19.84"	"11.82"	""	""	""	""	""	""	""	""	""	""	"19.63"
"EIC"	"Qinvest Portföy İkinci Değişken Fonu"	"Karma ve Değişken Fon"	"Değişken Fonlar"	"0.123134"	"4"	"0.2932"	"0.4823"	"2.8353"	"5.5305"	"38.4290"	"15.7340"	"51.4675"	"333.0672"	"588.4764"	"5.86"	"0.11"	"-1.47"	"2.48"	"83"	"33.20"	"-2.48"	"9"	"447812658"	"363"	"2.09"	"3.65"	"3636785960"	"36.37"	"1"	"1"	"1"	"1000000000"	"1"	"1000000000"	""	""	"6.31"	"5.57"	""	""	""	""	"16.60"	""	""	""	""	""	"12.07"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2.29"	"2.33"	""	"19.83"	"15.53"	""	""	""	""	""	""	""	""	""	""	"19.47"
"EID"	"Qinvest Portföy Hisse Senedi Fonu (Hisse Yoğun Fon)"	"Hisse Senedi Fonları"	"Yerli Hisse Senedi Fonları"	"1.247615"	"6"	"2.3809"	"-0.5910"	"-1.0484"	"-7.8719"	"31.7275"	"-6.1247"	"40.3016"	"739.0487"	"1902.9138"	"20.94"	"0.52"	"-0.94"	"13.75"	"114"	"45.60"	"-18.46"	"21"	"286091141"	"5549"	"3.00"	"3.65"	"229310443"	"45.86"	"1"	"2"	"1"	"100000000"	"1"	"100000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"90.08"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.48"	""	""	""	""	""	""	""	""	""	""	""	"9.44"
"EIL"	"Qinvest Portföy Para Piyasası Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"2.459164"	"2"	"0.1322"	"0.9205"	"4.1299"	"13.0080"	"49.9004"	"27.9125"	"58.8509"	"136.5871"	"207.9710"	"1.91"	"0.03"	"-0.64"	"0.00"	"0"	"0.00"	"0.00"	"27"	"662631581"	"456"	"0.80"	"1.28"	"269453983"	"53.89"	"0"	"0"	"10"	"10000000"	"10"	"10000000"	""	""	""	"2.88"	""	""	""	""	"9.60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.24"	""	"19.46"	"64.82"	""	""	""	""	""	""	""	""	""	""	""
"EKF"	"Qinvest Portföy Kira Sertifikası Katılım Fonu"	"Katılım Fonları"	"Kira Sertifikası Fonları"	"0.068055"	"3"	"0.1221"	"0.8401"	"3.8516"	"11.9123"	"46.0157"	"26.0675"	"54.5405"	"205.5356"	"299.9236"	"1.99"	"0.04"	"-2.77"	"0.44"	"1"	"0.40"	"-0.44"	"9"	"1025566733"	"2467"	"1.25"	"3.65"	"15069725465"	"15.07"	"1"	"1"	"1"	"3000000000"	"1"	"3000000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.05"	""	""	""	""	"19.14"	""	""	""	""	""	""	""	""	""	"80.81"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"ELZ"	"Qinvest Portföy Katılım Hisse Senedi Fonu (Hisse Senedi Yoğun Fon)"	"Katılım Fonları"	"Hisse Katılım Fonları"	"8.250597"	"6"	"2.3308"	"0.5656"	"0.7958"	"-3.0052"	"26.4060"	"-4.0617"	"27.3934"	"520.8769"	"N/A"	"20.93"	"0.76"	"-1.56"	"14.48"	"116"	"46.40"	"-15.88"	"4"	"199476088"	"1189"	"3.00"	"3.65"	"24177169"	"24.18"	"1"	"2"	"1"	"100000000"	"1"	"100000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"91.77"	""	""	""	""	""	""	""	""	"0.54"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.69"
"FI3"	"QNB Finans Portföy Borçlanma Araçları Fonu"	"Borçlanma Araçları Fonları"	"Diğer Borçlanma Araçları"	"465.446992"	"3"	"0.1632"	"0.1701"	"1.7409"	"7.1727"	"30.0498"	"17.8805"	"35.6252"	"137.5656"	"187.3230"	"4.11"	"0.12"	"-5.95"	"1.82"	"72"	"28.80"	"-1.45"	"35"	"119026935"	"9394"	"1.79"	"3.65"	"255726"	"2.65"	"1"	"1"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	"76.89"	"2.74"	""	""	""	""	"6.05"	""	""	""	"0.27"	""	"2.14"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3.23"	""	"7.49"	""	""	""	""	""	""	""	""	""	""	""	"1.19"
"FI5"	"QNB Finans Portföy Para Piyasası (TL) Fonu"	"Para Piyasası Fonları"	"Para Piyasası Fonları"	"355.740064"	"1"	"0.1311"	"0.9165"	"4.0949"	"12.8429"	"48.5652"	"27.4852"	"57.3000"	"139.9754"	"208.4416"	"1.88"	"0.03"	"-1.47"	"0.00"	"0"	"0.00"	"0.00"	"34"	"71334751340"	"52984"	"1.30"	"1.65"	"200524930"	"50.13"	"0"	"0"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	"Bilgi Yok"	""	""	"0.09"	"0.19"	""	""	""	""	"2.97"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"0.11"	""	""	""	""	""	""	"22.29"	""	""	"0.01"	"0.11"	""	"0.27"	"73.96"	""	""	""	""	""	""	""	""	""	""	""
"FIB"	"Fiba Portföy Altın Fonu"	"Kıymetli Madenler Fonları"	"Kıymetli Madenler Fonları"	"0.242309"	"6"	"-1.2869"	"-2.3794"	"6.9018"	"20.2013"	"53.9672"	"27.9026"	"68.2713"	"427.1827"	"944.5254"	"22.76"	"0.33"	"0.36"	"13.32"	"111"	"44.40"	"-8.35"	"12"	"2355166424"	"11639"	"1.50"	"2.19"	"9719673029"	"9.72"	"1"	"1"	"1"	"Bilgi Yok"	"1"	"Bilgi Yok"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2.45"	""	""	""	""	""	""	""	""	""	"57.53"	""	"19.54"	"18.02"	""	""	"0.93"	""	""	""	""	""	""	"1.53"	""	""	""	""	""	""	""	""	""	""	""
