Fon Kodu,Fon Adı,Fon Tipi,Fon Türü,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşı (%),1 Yıl (%),3 Yıl (%),5 Yıl (%),İlk Fiyat (TL),Son Fiyat (TL),Günlük Getiri (%),Pay (Adet),Fon Toplam Değer (TL),Kategorisi,Yatırımcı Sayısı (Kişi),Pazar Payı(%),Borsa Yatırım Fonları Katılma Payları(%),Devlet Tahvili(%),Diğer(%),Döviz Cinsi Kamu İç Borçlanma Araçları(%),Finansman Bonosu(%),Gayrimenkul Yatırım Fonları Katılma Payları(%),Girişim Sermayesi Yatırım Fonları Katılma Payları(%),Hazine Bonosu(%),Hisse Senedi(%),Katılma Hesabı(Altın),Katılma Hesabı(TL)(%),Katılma Hesabı(Döviz)(%),Kamu Yurt Dışı Kira Sertifikaları(%),Kamu Dış Borçlanma Araçları(%),Kamu Kira Sertifikaları Döviz (%),Kamu Kira Sertifikaları TL (%),Kıymetli Madenler Cinsinden BYF(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Kira Sertifikaları(%),Kıymetli Madenler Cinsinden İhraç Edilen Kamu Borçlanma Araçları(%),Kıymetli Madenler(%),Mevduat Döviz(%),Mevduat (TL)(%),Özel Sektör Dış Borçlanma Araçları(%),Özel Sektör Kira Sertifikaları(%),Özel Sektör Tahvili(%),Özel Sektör Yurt Dışı Kira Sertifikaları(%),Repo(%),Takasbank Para Piyasası(%),Ters-Repo(%),Vadeli İşlemler Nakit Teminatları(%),Varlığa Dayalı Menkul Kıymetler (%),Yabancı Borsa Yatırım Fonları(%),Yabancı Hisse Senedi(%),Yabancı Kamu Borçlanma Araçları(%),Yabancı Özel Sektör Borçlanma Araçları(%),Yatırım Fonları Katılma Payları(%),Toplam(%)
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.2961,-6.1557,10.0589,32.2591,24.9362,,,,4.7654,-0.4256,"46,069,274","219,538,754.32",Hisse Senedi Fonu,"5,158",0.13,,,,,,,,,95.66,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,100.00
YTV,YAPI KREDİ PORTFÖY TARIM DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.0645,3.7522,15.044,20.926,24.7749,,,,1.8586,-0.3043,"76,071,406","141,387,667.61",Değişken Fon,"2,839",0.25,,,,,,,,,20.94,,,,,,,,,,,,,,,,,,,0.58,7.83,5.28,,16.99,43.17,,,5.21,100.00
OPH,OSMANLI PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.3859,-7.6996,3.6162,31.3946,24.3658,699.8086,,,17.7480,-0.2016,"20,956,222","371,931,992.98",Hisse Senedi Fonu,"4,364",0.21,0.04,,0.02,,,,,,98.87,,,,,,,,,,,,,,,,,,,1.07,,,,,,,,,100.00
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.2043,1.5088,7.1417,18.7179,24.3383,,,,1.9308,0.8063,"61,642,460","119,021,350.17",Serbest Fon,851,0.01,7.95,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,0.5,2.42,5.22,,53.43,21.28,,,8.37,100.00
TLZ,ATA PORTFÖY ANALİZ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.7274,-9.416,9.8053,31.0499,23.4679,737.3143,1064.7592,,12.3250,0.0199,"3,336,243","41,119,267.87",Hisse Senedi Fonu,"1,276",0.02,,,0.37,,,,,,99.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00
ZPE,ZİRAAT PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.1676,-5.8632,9.8557,27.7169,23.0582,580.4354,1428.0006,,21.0838,-0.7087,"36,584,068","771,330,205.87",Hisse Senedi Fonu,"7,885",0.44,12.63,,,,,,,,85.16,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,100.00
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,1.8566,5.1636,9.2668,13.4499,23.0401,62.4363,102.8413,,38.7533,-0.5117,"1,573,066","60,961,436.99",Borçlanma Araçları Fonu,"1,869",0.07,,85.78,1.45,,1.51,,,,,,,,,,,,,,,,,,,0.36,4.74,,,1.32,4.84,,,,,,,,100.00
KPU,KUVEYT TÜRK PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.6644,-7.9438,5.8941,25.4343,23.0388,,,,2.3465,-0.5223,"171,703,812","402,899,572.99",Hisse Senedi Fonu,"9,544",0.23,,,2.59,,,,3.41,,93.40,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,100.00
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.0058,-14.1173,14.2195,27.2513,22.7203,872.2783,1451.8419,,995.6975,-0.3092,"3,866,558","3,849,922,240.72",Hisse Senedi Fonu,"45,281",2.21,,,,,,,,,98.08,,,,,,,,,,,,,,,,,,,,1.24,0.68,,,,,,,100.00
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.5849,2.9706,0.8952,19.0754,22.484,,,,2.2367,0.0592,"38,764,667","86,704,052.74",Değişken Fon,"2,519",0.15,,,,,,,,,26.26,,,,,,,,,,,,,0.67,,,,,,,3.43,,,,69.64,,,,100.00
OIL,OSMANLI PORTFÖY AGRESİF FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-2.953,-6.9756,18.5433,20.7279,22.2857,,,,2.8877,-0.6525,"4,175,218","12,056,684.75",Fon Sepeti Fonu,"1,111",0.02,14.51,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.64,100.00
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-1.6163,-3.0348,9.8451,32.6104,22.2006,523.6632,1627.3161,,42.6040,-0.1977,"28,822,531","1,227,956,100.63",Hisse Senedi Fonu,"7,757",0.71,,,,,,,,,90.54,,,,,,,,,,,,0.32,0.01,,,,,,4.24,,3.75,,,,,,1.14,100.00
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-0.882,-1.1704,4.6123,24.2232,22.0451,,,,5.3590,-1.0923,"9,360,103","50,160,804.28",Serbest Fon,217,0.00,,,,,13.23,,,,20.51,,,,,,,,,,,,,0.1,,,1.54,,,,,64.62,,,,,,,100.00
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-5.6207,-6.8732,3.4219,26.0239,21.8909,875.6966,,,9.8556,-0.2765,"69,510,039","685,064,280.58",Hisse Senedi Fonu,"13,485",0.39,,,,,,,,,98.69,,,,,,,,,,,,,,,,,,,0.22,0.44,0.13,,,,,,0.52,100.00
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.6165,-5.7643,0.1963,13.8703,21.7961,,,,2.4062,1.5648,"31,652,323","76,161,236.50",Değişken Fon,"4,666",0.13,,,,,,,,,23.53,,,,,,,,,,,,,,,,5.77,,,0.88,,5.94,,4.11,59.77,,,,100.00
YLY,YAPI KREDİ PORTFÖY KİLYOS KAR PAYI ÖDEYEN HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-5.64,-13.4988,4.6728,25.7262,20.7284,,,,1.9568,-0.1619,"26,601,137","52,054,014.93",Serbest Fon,761,0.00,,,,,,,,,93.51,,,,,,,,,,,,,,,,,,,5.21,,1.28,,,,,,,100.00
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,Menkul Kıymet Yatırım Fonları,Borçlanma Araçları Şemsiye Fonu,1.6862,5.632,12.728,11.2889,20.6524,46.2188,72.4848,,0.3582,-0.2692,"264,266,417","94,668,801.10",Borçlanma Araçları Fonu,"9,735",0.11,,92.64,,,,,,,,,,,,,,,,,,,,0.27,,,,,,1.8,5.29,,,,,,,,100.00
RPM,ROTA PORTFÖY İLAÇ VE MEDİKAL TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.0355,8.0477,0.8049,19.6371,20.6203,,,,2.2620,0.4051,"17,560,695","39,722,585.47",Değişken Fon,"2,923",0.07,,,3.32,,,,,,24.33,,,,,,,,,,,,,,,,,,,,,,,,67.64,,,4.71,100.00
GMR,INVEO PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-6.0405,-9.3359,3.2949,31.1637,20.6043,745.6143,2269.3817,,1.0272,0.3647,"379,044,518","389,363,116.05",Hisse Senedi Fonu,"11,668",0.22,,,,,,,0.29,,93.89,,,,,,,,,,,,,,,,,,,,,4.31,,,,,,1.51,100.00
GZM,GLOBAL MD PORTFÖY DİNAMİK SERBEST (TL) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-0.6183,-6.4327,4.3145,19.6971,20.5798,546.1773,,,8.3179,-0.2344,"742,727","6,177,898.80",Serbest Fon,109,0.00,,,,,,,,,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02,100.00
ZJV,ZİRAAT PORTFÖY BIST 30 DIŞI YILDIZ PAZAR ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.6487,-8.0198,2.6951,31.8451,20.553,591.8681,,,7.1620,-0.0448,"19,666,100","140,847,747.96",Hisse Senedi Fonu,"2,183",0.08,,,,,,,,,91.77,,,,,,,,,,,,,,,,,,,,8.21,,,,,,,0.02,100.00
OHK,OYAK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.4523,-9.4528,-0.7278,23.4837,20.5484,,,,1.8212,0.0692,"22,278,537","40,572,572.60",Hisse Senedi Fonu,"1,957",0.02,,,,,,,,,95.04,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,100.00
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,1.9621,3.8323,3.1138,11.4142,20.3531,301.5004,604.7079,,42.7824,0.2085,"613,288","26,237,951.69",Serbest Fon,31,0.00,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,100.00
IVF,İSTANBUL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.7305,-7.2853,4.5069,35.1959,19.5766,,,,3.5902,-0.6027,"51,073,618","183,365,270.71",Hisse Senedi Fonu,"1,753",0.11,,,11.30,,,,,,88.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00
OVD,QNB FİNANS PORTFÖY EMTİA FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,1.6228,-0.1278,5.0017,15.3614,19.4496,,,,1.7413,0.3694,"55,780,318","97,130,080.58",Fon Sepeti Fonu,"2,167",0.14,,,,,,,,,11.06,,,,,,,,,,,,,,,,,,,1.9,,,,,79.9,,,7.14,100.00
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,1.3583,-0.3663,6.2124,16.7785,18.8535,255.8599,,,3.9215,0.2957,"47,738,785","187,207,678.69",Serbest Fon,"1,426",0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,,12.2,,74.87,,,,10.15,100.00
IPJ,İŞ PORTFÖY ELEKTRİKLİ ARAÇLAR KARMA FON,Menkul Kıymet Yatırım Fonları,Karma Şemsiye Fonu,3.5043,1.9294,3.3991,9.1843,18.5121,226.6446,753.9003,,9.7907,2.1575,"91,265,668","893,556,092.52",Karma Fon,"19,496",18.86,,,,,,0.5,3.60,,5.97,,,,,,,,,,,,,,,,17.84,,,,0.64,1.22,,1.9,66.75,,1.57,0.01,100.00
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.4212,3.0669,8.5874,19.884,18.3051,,,,1.8788,0.4144,"56,679,944","106,490,790.00",Değişken Fon,"9,159",0.19,,,,,,,,,30.85,,,,,,,,,,,,,,,,,,,2.69,,,,,66.46,,,,100.00
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-0.9425,-2.3417,-3.563,18.3008,18.1666,,,,1.5737,-0.3149,"28,789,415","45,306,021.72",Serbest Fon,22,0.00,,,,,4.9,,,,32.80,,,,,,,,,,,,,,,,,,,,,62.3,,,,,,,100.00
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-5.5394,-3.5798,2.0939,30.7891,18.0682,,,,2.4281,-0.0922,"64,365,351","156,282,784.40",Hisse Senedi Fonu,"2,899",0.09,,,,,,,,,98.52,,,,,,,,,,,,,0.18,,,,,,,1.29,0.01,,,,,,,100.00
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.6553,-1.0592,3.9218,12.8473,17.8725,,,,2.5737,1.9160,"23,919,625","61,560,826.49",Değişken Fon,"2,805",0.11,,,,,,,,,23.49,,,,,,,,,,,,1.2,1.4,,,,,,,4.83,0.04,,3.38,65.66,,,,100.00
ZBO,ZİRAAT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,1.1147,8.6443,19.0016,22.6687,17.7545,,,,1.8615,0.1603,"13,784,370","25,659,952.72",Serbest Fon,66,0.00,,,,,,,,,85.11,,,,,,,,,,,,,,,,,,,,2.15,12.74,,,,,,,100.00
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.0578,-15.2368,1.5463,21.7976,17.6604,582.1015,1152.1146,,12.1111,0.4467,"1,270,173,933","15,383,254,788.50",Hisse Senedi Fonu,"161,247",8.84,,,,,1.31,,,,87.69,,,,,,,,,,,,,,,,5.92,,,0.3,,0.58,0.16,,,,,4.04,100.00
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-1.1677,-2.8724,4.1492,15.3024,17.418,275.3901,532.7863,,0.1449,-0.2340,"7,002,199,945","1,014,941,892.76",Yabancı Fon Sepeti Fonu,"23,330",1.44,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,7.53,2.68,,89.7,,,,,100.00
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-5.9335,-12.1569,-1.0527,29.7674,17.2523,759.4195,1127.1124,,19.1497,-0.6437,"8,439,848","161,620,770.86",Hisse Senedi Fonu,451,0.09,,,,,,,,,82.05,,,,,,,,,,,,,,,,,,,,,8.89,,,,,,9.06,100.00
PIL,ROTA PORTFÖY PİL TEKNOLOJİLERİ VE ENERJİ FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,2.2313,0.6679,1.8279,8.8093,17.101,,,,1.6568,1.6569,"13,431,814","22,253,371.36",Fon Sepeti Fonu,"2,278",0.03,3.2,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.08,,,13.73,100.00
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-0.8422,0.347,0.8523,8.2319,14.0386,,,,2.5303,0.8308,"37,743,861","95,501,857.72",Değişken Fon,"2,124",0.17,,,3.24,,,,,,16.56,,,,,,,,,,,,,,,,,,,,,,2.13,,67.61,,,10.46,100.00
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-1.5392,-2.7769,5.0928,24.9298,13.5979,,,,1.1889,-0.1333,"63,527,634","75,526,877.81",Serbest Fon,314,0.00,,,,,,,,,84.77,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23,100.00
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-7.1495,-10.3161,0.9005,19.5189,13.2233,604.5337,944.4438,,1.6065,-1.6289,"539,838,656","867,259,073.77",Hisse Senedi Fonu,"7,648",0.50,18.18,,,,,,1.00,,74.80,,,,,,,,,,,,,,,,,,,,0.21,5.06,,,,,,0.75,100.00
DFD,DENİZ PORTFÖY EMTİA SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,0.1471,-2.6548,0.8203,7.7986,12.5613,,,,1.5309,0.4004,"11,899,030","18,216,152.39",Serbest Fon,185,0.00,5.66,,,,,,,,5.26,,,,,,,,1.57,,,,1.35,3.35,,,,,,,5.4,,,8.11,67.94,,,1.36,100.00
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-4.2895,-3.2462,2.0824,22.6484,11.5684,552.5978,2022.9707,,30.3100,-0.8929,"56,254,474","1,705,071,479.21",Değişken Fon,"24,184",2.98,,3.37,,,0.1,,,,72.51,,,,,,,,,,,,2.5,0.01,0.42,,,,,0.04,3.97,1.33,,,4.59,,,11.16,100.00
IHT,İŞ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-3.1095,-6.7138,5.6812,26.0522,10.6431,,,,2.8514,0.1706,"43,772,155","124,813,421.55",Hisse Senedi Fonu,"6,515",0.07,,,,,,,,,96.90,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,100.00
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,-1.7636,1.1151,0.1956,7.6185,9.8809,,,,3.4172,0.3222,"73,179,951","250,068,879.19",Değişken Fon,"8,023",0.44,,,,,,,,,29.28,,,,,,,,,,,,0.7,,,,,,,3.49,,5.4,,,61.13,,,,100.00
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.8927,-3.3504,9.0687,1.5033,9.3981,,,,2.2849,0.3523,"37,016,075","84,576,891.07",Değişken Fon,"4,271",0.15,,,,,,,,,13.33,,,,,,,,,,,,,0.14,,,12.43,,,,,,,5.94,68.16,,,,100.00
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-9.1047,-9.9458,0.9804,21.4976,9.3922,,,,1.8423,1.3707,"18,927,855","34,870,226.88",Serbest Fon,718,0.00,,,,,,,,,95.69,,,,,,,,,,,,,,,,,,,3.34,,0.82,,,,,,0.15,100.00
FBC,FONERİA PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU,Menkul Kıymet Yatırım Fonları,Katılım Şemsiye Fonu,-0.5489,-0.2115,2.6274,1.4029,8.781,,,,1.3301,0.3754,"67,269,378","89,477,560.14",Katılım Fonu,"6,408",0.07,5.03,,19.38,,,,16.39,,45.21,,,,,,,,3.75,,,,,,,10.24,,,,,,,,,,,,,100.00
OLD,QNB FİNANS PORTFÖY TEMİZ ENERJİ VE SU FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-0.7894,-1.8358,1.34,3.4598,8.4376,,,,2.0662,0.4269,"43,440,802","89,756,284.13",Fon Sepeti Fonu,"2,294",0.13,,,,,,,,,17.62,,,,,,,,,,,,,,,,,,,1.72,,,,74.5,6.16,,,,100.00
AES,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU,Menkul Kıymet Yatırım Fonları,Fon Sepeti Şemsiye Fonu,-8.9495,-6.8911,-5.3422,12.6705,3.8959,372.7601,476.1344,,0.0808,-4.0979,"11,101,048,162","897,335,837.66",Yabancı Fon Sepeti Fonu,"39,927",1.27,,,3.68,,,,,,,,,,,,,,,,,0.33,,,,,,,,3.42,,,,92.57,,,,,100.00
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,3.6834,1.4219,7.465,-4.1577,3.7042,107.0414,190.2728,,0.2206,1.0284,"1,606,389,123","354,292,367.41",Hisse Senedi Fonu,"35,541",0.20,,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,,,94.31,,,,100.00
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-2.5265,-4.6978,-6.7993,9.233,2.6908,,,,2.9675,-0.3362,"12,818,358","38,038,538.35",Serbest Fon,68,0.00,,,,,,,,,85.55,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45,100.00
TGX,TEB PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,0.3307,-0.324,-6.3716,-1.2367,1.9525,,,,1.6054,0.1940,"10,409,953","16,712,234.10",Değişken Fon,"1,213",0.03,,,,,,,,,17.33,,,,,,,,,,,,,,,,,,,3.02,,,,,59.99,,,19.66,100.00
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-6.8104,-10.6566,1.3215,18.9307,1.9454,740.2968,1482.85,,151.6413,-0.3946,"4,127,888","625,958,390.42",Hisse Senedi Fonu,"4,341",0.36,,,,,,,,,97.03,,,,,,,,,,,,,,,,,,,0.42,,2.55,,,,,,,100.00
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,Menkul Kıymet Yatırım Fonları,Değişken Şemsiye Fonu,1.4527,-2.8628,1.4679,1.0499,1.2613,187.7729,,,2.7501,0.6585,"41,606,251","114,420,765.81",Değişken Fon,"4,021",0.20,,,,,1.85,,,,17.65,,,,,,,,,,,,1.09,,,,3.93,,,8.42,,0.1,,1.32,65.64,,,,100.00
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.2028,5.6216,18.5908,,,,,,1.2901,-0.5827,"747,011,538","963,697,074.82",Serbest Fon,44,0.05,,96.40,,,,,,,,,,,,,,,,,,,,,,,2.13,,,,,,,,,,,1.47,100.00
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-4.7485,-2.1709,,,,,,,0.9902,-0.4614,"28,454,982","28,175,148.43",Hisse Senedi Fonu,"2,053",0.02,,,,,,,,,90.04,,,,,,,,,,,,,,,,,,,9.96,,,,,,,,,100.00
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-2.4307,-7.4454,11.9752,31.6307,,,,,1.2716,-0.1635,"96,185,082","122,308,625.17",Hisse Senedi Fonu,"6,428",0.07,,,,,,,,,89.94,,,,,,,,,,,,,,,,,,,7.35,,2.71,,,,,,,100.00
SAS,AK PORTFÖY SABANCI TOPLULUĞU ŞİRKETLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Hisse Senedi Şemsiye Fonu,-1.8831,-3.145,16.6364,,,,,,1.2088,-0.5273,"2,029,942,562","2,453,782,471.28",Hisse Senedi Fonu,"100,758",1.41,,0.52,,,,,,,89.72,,,,,,,,,,,,,0.15,,,,,,9.61,,,,,,,,,100.00
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,2.2471,,,,,,,,33.2397,0.1791,"4,609,759","153,227,168.53",Serbest Fon,247,0.01,,,,,,,,,,,,,,91.83,,,,,,,7.37,,,,,,,0.8,,,,,,,,,100.00
ONE,AKTİF PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,-4.7525,-12.6588,4.5042,24.5876,,,,,1.2007,-0.9508,"16,297,140","19,567,245.14",Serbest Fon,226,0.00,,,,,,,,,89.71,,,,,,,,,,,,,,,,,,,,,10.29,,,,,,,100.00
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,Menkul Kıymet Yatırım Fonları,Serbest Şemsiye Fonu,4.61,4.46,8.97,,,,,,1.0847,1.0413,"59,643,659","64,693,725.27",Serbest Fon,360,0.00,,,,,,,,,40.44,,,,,,,,,,,,,,,,,,,,,,0.61,11.95,42.47,,,4.53,100.00
